Agency Case Number,Report Date,Time of Crime,Occur Begin Day,Occur Begin Date,Occur Begin Time,Occur End Day,Occur End Date,Occur End Time,Crime Class,Incident Type,UCR,Long ID,Crime Attempt,Class Description,Last 30 Days,Neighborhood Association,Neighborhood,X,Y,ZIPCODE
APD*22007234,01/16/2022 12:00:00 AM,12,SUN,01/16/2022 12:00:00 AM,12:00,SUN,01/16/2022 12:00:00 AM,12:11,PL,GRAND LARCENY  AUTO OVER $100,7,1553008EF4,No,MOTOR VEHICLE THEFT,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*22045137,04/05/2022 12:00:00 AM,7,TUE,04/05/2022 12:00:00 AM,7:55,TUE,04/05/2022 12:00:00 AM,8:02,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*22034510,03/14/2022 12:00:00 AM,18,SAT,03/12/2022 12:00:00 AM,18:00,MON,03/14/2022 12:00:00 AM,8:30,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22019397,02/10/2022 12:00:00 AM,15,THU,02/10/2022 12:00:00 AM,15:35,THU,02/10/2022 12:00:00 AM,15:35,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*21172041,12/20/2021 12:00:00 AM,0,MON,12/20/2021 12:00:00 AM,0:38,MON,12/20/2021 12:00:00 AM,0:38,PL,ASSAULT -2ND,4,1200500DF2,No,PERSON DOM VIOLENCE,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22019201,02/10/2022 12:00:00 AM,11,THU,02/10/2022 12:00:00 AM,11:21,THU,02/10/2022 12:00:00 AM,11:21,PL,BURGLARY-2ND,5,1402500CF2,No,,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22041937,03/29/2022 12:00:00 AM,15,TUE,03/29/2022 12:00:00 AM,15:20,TUE,03/29/2022 12:00:00 AM,15:50,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22034747,03/14/2022 12:00:00 AM,12,SUN,03/13/2022 12:00:00 AM,12:00,SUN,03/13/2022 12:00:00 AM,13:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22055058,04/25/2022 12:00:00 AM,10,MON,04/25/2022 12:00:00 AM,10:46,MON,04/25/2022 12:00:00 AM,10:46,PL,OBSTRUCTION BREATHING/BLOOD CIRCULATION-APPLY PRESSURE,24,121110AAM0,No,UNKNOWN,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22034535,03/14/2022 12:00:00 AM,8,MON,03/14/2022 12:00:00 AM,8:50,MON,03/14/2022 12:00:00 AM,9:00,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22055166,04/25/2022 12:00:00 AM,14,MON,04/25/2022 12:00:00 AM,14:45,MON,04/25/2022 12:00:00 AM,14:47,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22066929,05/18/2022 12:00:00 AM,2,WED,05/18/2022 12:00:00 AM,2:00,WED,05/18/2022 12:00:00 AM,2:15,PL,BURGLARY 3RD,5,1402000DF3,Yes,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22007465,01/16/2022 12:00:00 AM,22,SUN,01/16/2022 12:00:00 AM,22:00,SUN,01/16/2022 12:00:00 AM,22:00,PL,AGG/HAR PHONE W/O LEGIT COMMUNICATIONS,24,2403002AM2,No,,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22003253,01/07/2022 12:00:00 AM,19,FRI,01/07/2022 12:00:00 AM,19:43,FRI,01/07/2022 12:00:00 AM,19:43,PL,CRIM POSS WEAP FIREARM/KNIFE,11,2650101AM4,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22106688,07/29/2022 12:00:00 AM,16,THU,07/21/2022 12:00:00 AM,16:00,FRI,07/29/2022 12:00:00 AM,8:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,THEFT FROM BUILDING,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22046181,04/07/2022 12:00:00 AM,19,MON,04/04/2022 12:00:00 AM,19:12,MON,04/04/2022 12:00:00 AM,19:18,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22001165,01/03/2022 12:00:00 AM,13,SUN,01/02/2022 12:00:00 AM,13:10,SUN,01/02/2022 12:00:00 AM,13:47,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22003212,01/07/2022 12:00:00 AM,17,FRI,01/07/2022 12:00:00 AM,17:15,FRI,01/07/2022 12:00:00 AM,17:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22055292,04/25/2022 12:00:00 AM,0,FRI,04/22/2022 12:00:00 AM,0:00,SUN,04/24/2022 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22019552,02/10/2022 12:00:00 AM,21,THU,02/10/2022 12:00:00 AM,21:12,THU,02/10/2022 12:00:00 AM,21:14,PL,CRIM MIS RCKLS PROP DAM GREATER THAN $250,19,1450003AM4,No,,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*22019418,02/10/2022 12:00:00 AM,15,THU,02/10/2022 12:00:00 AM,15:00,THU,02/10/2022 12:00:00 AM,16:30,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22019411,02/10/2022 12:00:00 AM,16,THU,02/10/2022 12:00:00 AM,16:12,THU,02/10/2022 12:00:00 AM,16:12,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22019136,02/10/2022 12:00:00 AM,15,WED,02/09/2022 12:00:00 AM,15:00,WED,02/09/2022 12:00:00 AM,15:00,PL,CRIM CONTEMPT-1ST-TELEPHONES,24,21551B4EF1,No,,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22019189,02/10/2022 12:00:00 AM,16,SAT,02/05/2022 12:00:00 AM,16:14,SAT,02/05/2022 12:00:00 AM,16:18,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22019498,02/10/2022 12:00:00 AM,22,WED,02/09/2022 12:00:00 AM,22:00,THU,02/10/2022 12:00:00 AM,18:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22027257,02/26/2022 12:00:00 AM,12,MON,02/21/2022 12:00:00 AM,12:32,MON,02/21/2022 12:00:00 AM,12:32,PL,CRIM CONTEMPT-1ST-TELEPHONES,24,21551B4EF1,No,,FALSE,Center Square,POINT,-73.76329474,42.65410976,12210
APD*22055006,04/25/2022 12:00:00 AM,15,FRI,04/22/2022 12:00:00 AM,15:24,FRI,04/22/2022 12:00:00 AM,15:24,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22016764,02/05/2022 12:00:00 AM,14,SAT,02/05/2022 12:00:00 AM,14:50,SAT,02/05/2022 12:00:00 AM,14:50,PL,GRAND LARCENY  AUTO OVER $100,7,1553008EF4,No,MOTOR VEHICLE THEFT,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22035390,03/16/2022 12:00:00 AM,2,WED,03/16/2022 12:00:00 AM,2:53,WED,03/16/2022 12:00:00 AM,2:56,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22035515,03/16/2022 12:00:00 AM,12,TUE,03/15/2022 12:00:00 AM,12:00,TUE,03/15/2022 12:00:00 AM,16:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
APD*22034745,03/14/2022 12:00:00 AM,17,MON,03/14/2022 12:00:00 AM,17:00,MON,03/14/2022 12:00:00 AM,17:17,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22034538,03/14/2022 12:00:00 AM,8,TUE,02/01/2022 12:00:00 AM,8:00,THU,03/04/2021 12:00:00 AM,9:00,PL,AUTO STRIPPING-3RD,6,1650901AM3,No,THEFT OF MOTOR VEH PARTS ACCESSORIES,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22000968,01/03/2022 12:00:00 AM,8,WED,12/15/2021 12:00:00 AM,8:00,MON,01/03/2022 12:00:00 AM,8:35,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22034539,03/14/2022 12:00:00 AM,9,MON,03/14/2022 12:00:00 AM,9:48,MON,03/14/2022 12:00:00 AM,10:05,PL,CRIM MIS INTENT DAMAGE PROPRTY,19,1450001AM4,No,,FALSE,Port of Albany,POINT,-73.7603627,42.62616659,12202
APD*22135599,09/19/2022 12:00:00 AM,7,MON,09/19/2022 12:00:00 AM,7:00,MON,09/19/2022 12:00:00 AM,9:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22004160,01/09/2022 12:00:00 AM,22,SUN,01/09/2022 12:00:00 AM,22:00,SUN,01/09/2022 12:00:00 AM,22:42,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22150879,10/18/2022 12:00:00 AM,12,TUE,10/18/2022 12:00:00 AM,12:00,TUE,10/18/2022 12:00:00 AM,12:33,PL,GR LARCENY 2ND BY EXTORTION,14,1554002CF2,Yes,PART 2 OFFENSE,TRUE,South End,POINT,-73.75926175,42.63927479,12202
APD*22001180,01/03/2022 12:00:00 AM,0,THU,12/30/2021 12:00:00 AM,0:00,MON,01/03/2022 12:00:00 AM,10:00,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22001330,01/03/2022 12:00:00 AM,10,MON,01/03/2022 12:00:00 AM,10:17,MON,01/03/2022 12:00:00 AM,10:17,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*21153883,11/11/2021 12:00:00 AM,20,THU,11/11/2021 12:00:00 AM,20:58,THU,11/11/2021 12:00:00 AM,21:10,PL,CRIMINAL TAMPERING -3RD,19,1451400BM3,No,,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22009295,01/20/2022 12:00:00 AM,3,THU,01/20/2022 12:00:00 AM,3:00,THU,01/20/2022 12:00:00 AM,9:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22034780,03/14/2022 12:00:00 AM,17,MON,03/14/2022 12:00:00 AM,17:00,MON,03/14/2022 12:00:00 AM,18:20,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
APD*22001091,01/03/2022 12:00:00 AM,12,THU,12/23/2021 12:00:00 AM,12:00,MON,01/03/2022 12:00:00 AM,10:00,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22073962,05/31/2022 12:00:00 AM,4,TUE,05/31/2022 12:00:00 AM,4:26,TUE,05/31/2022 12:00:00 AM,4:26,PL,TRESPASS,33,14005000V0,No,PART 2 OFFENSE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22067078,05/18/2022 12:00:00 AM,20,MON,05/16/2022 12:00:00 AM,20:21,WED,05/18/2022 12:00:00 AM,11:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22019240,02/10/2022 12:00:00 AM,9,TUE,02/08/2022 12:00:00 AM,9:45,THU,02/10/2022 12:00:00 AM,8:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,Hudson Park,POINT,-73.76602553,42.65100307,12210
APD*22074195,05/31/2022 12:00:00 AM,13,TUE,05/31/2022 12:00:00 AM,13:45,TUE,05/31/2022 12:00:00 AM,13:50,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21172373,12/20/2021 12:00:00 AM,16,MON,12/20/2021 12:00:00 AM,16:20,MON,12/20/2021 12:00:00 AM,16:20,PL,TRESPASS,33,14005000V0,No,PART 2 OFFENSE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22083326,06/16/2022 12:00:00 AM,16,THU,06/16/2022 12:00:00 AM,16:30,THU,06/16/2022 12:00:00 AM,17:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,6,1553001EF4,No,ALL OTHER LARCENIES,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*22113064,08/10/2022 12:00:00 AM,9,WED,07/20/2022 12:00:00 AM,9:00,WED,07/20/2022 12:00:00 AM,9:00,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,7,1553001EF4,No,MOTOR VEHICLE THEFT,FALSE,Delaware Area,POINT,-73.78088741,42.63990609,12209
APD*22034800,03/14/2022 12:00:00 AM,19,MON,03/14/2022 12:00:00 AM,19:38,MON,03/14/2022 12:00:00 AM,19:38,PL,UNAUTH USE VEH W/O OWNR CONST,7,1650501AM3,No,MOTOR VEHICLE THEFT,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22045891,04/06/2022 12:00:00 AM,18,WED,04/06/2022 12:00:00 AM,18:15,WED,04/06/2022 12:00:00 AM,18:22,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,The Dunes,POINT,-73.86321786,42.7057702,12203
APD*22034698,03/14/2022 12:00:00 AM,19,SAT,03/12/2022 12:00:00 AM,19:00,SAT,03/12/2022 12:00:00 AM,19:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON,FALSE,Historic Pastures Homeowners Association,POINT,-73.75410644,42.64391573,12202
APD*22034534,03/14/2022 12:00:00 AM,10,SAT,03/12/2022 12:00:00 AM,10:40,MON,03/14/2022 12:00:00 AM,9:38,PL,AGG/HAR PHONE W/O LEGIT COMMUNICATIONS,24,2403002AM2,No,PERSON,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22034838,03/14/2022 12:00:00 AM,21,MON,03/14/2022 12:00:00 AM,21:00,MON,03/14/2022 12:00:00 AM,21:40,PL,ROB 1ST/DISPLAY FIREARM,3,1601504BF1,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22113378,08/10/2022 12:00:00 AM,6,WED,08/10/2022 12:00:00 AM,6:30,WED,08/10/2022 12:00:00 AM,16:15,PL,ACT IN MANNER INJUR CHILD LESS THAN 16,33,2601001AM0,No,PERSON,FALSE,Second Avenue,POINT,-73.77099991,42.63822987,12202
APD*22046784,04/08/2022 12:00:00 AM,13,FRI,04/08/2022 12:00:00 AM,13:45,FRI,04/08/2022 12:00:00 AM,13:45,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*21172217,12/20/2021 12:00:00 AM,0,THU,01/21/2021 12:00:00 AM,0:39,MON,12/20/2021 12:00:00 AM,11:00,PL,AGG/HAR INTENT HARASS ANNOY/ COMM. ANNON,999,2403001AAM2,No,PERSON,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21172479,12/20/2021 12:00:00 AM,17,MON,12/20/2021 12:00:00 AM,17:00,MON,12/20/2021 12:00:00 AM,21:00,PL,GRAND LARCENY 4  CREDIT CARD,6,1553004EF4,No,THEFT FROM MOTOR VEHICLE,FALSE,West End,POINT,-73.77810409,42.67496958,12206
APD*22001137,01/03/2022 12:00:00 AM,13,SUN,01/02/2022 12:00:00 AM,13:00,SUN,01/02/2022 12:00:00 AM,14:30,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,New Scotland / Woodlawn,POINT,-73.79535522,42.65720944,12208
APD*22107304,07/30/2022 12:00:00 AM,22,FRI,07/29/2022 12:00:00 AM,22:00,SAT,07/30/2022 12:00:00 AM,18:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22150917,10/18/2022 12:00:00 AM,14,TUE,10/18/2022 12:00:00 AM,14:00,TUE,10/18/2022 12:00:00 AM,14:15,PL,ROB-2/PHY INJ OR DISP FRARM,3,1601002CF2,No,,TRUE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22128046,09/06/2022 12:00:00 AM,6,TUE,09/06/2022 12:00:00 AM,6:00,TUE,09/06/2022 12:00:00 AM,13:30,PL,ASLT W/INT CAUSES PHYS INJURY,24,1200001AM3,No,PERSON DOM VIOLENCE,FALSE,Mansion,POINT,-73.7586478,42.64515202,12202
APD*22019432,02/10/2022 12:00:00 AM,8,THU,02/10/2022 12:00:00 AM,8:00,THU,02/10/2022 12:00:00 AM,16:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MAILBOX,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22042061,03/29/2022 12:00:00 AM,6,TUE,03/29/2022 12:00:00 AM,6:19,TUE,03/29/2022 12:00:00 AM,6:29,PL,BURG:W/CRI INT - DWELLING,5,1402502CF2,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22034713,03/14/2022 12:00:00 AM,0,THU,09/30/2021 12:00:00 AM,0:00,SAT,03/05/2022 12:00:00 AM,23:59,PL,IDENTITY THEFT 2-ASSUME ANOTHER'S IDENTITY-OBTAIN GOODS>$200,20,1907901EF2,No,,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22067290,05/18/2022 12:00:00 AM,8,MON,05/16/2022 12:00:00 AM,8:00,TUE,05/17/2022 12:00:00 AM,20:18,PL,GR LAR 4-VALUE PROPERTY GREATER THAN $1000,7,1553001EF4,No,MOTOR VEHICLE THEFT,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*21172247,12/20/2021 12:00:00 AM,11,MON,12/20/2021 12:00:00 AM,11:30,MON,12/20/2021 12:00:00 AM,12:00,PL,PETIT LARCENY,6,1552500AM0,No,SHOPLIFTING,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22112932,08/10/2022 12:00:00 AM,2,WED,08/10/2022 12:00:00 AM,2:23,WED,08/10/2022 12:00:00 AM,2:23,PL,ROBBERY-3RD,3,1600500DF3,No,,FALSE,Arbor Hill Concerned Citizens,POINT,-73.75322583,42.66222004,12207
APD*22067329,05/18/2022 12:00:00 AM,18,WED,05/18/2022 12:00:00 AM,18:10,WED,05/18/2022 12:00:00 AM,18:15,PL,PETIT LARCENY,6,1552500AM0,No,ALL OTHER LARCENIES,FALSE,Washington Square,POINT,-73.77182549,42.66170907,12203
APD*21172401,12/20/2021 12:00:00 AM,17,MON,12/20/2021 12:00:00 AM,17:27,MON,12/20/2021 12:00:00 AM,17:27,PL,ROB 2 CAUSES PHYSICAL INJURY,3,160102ACF2,Yes,,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*22112989,08/10/2022 12:00:00 AM,7,WED,08/10/2022 12:00:00 AM,7:00,WED,08/10/2022 12:00:00 AM,7:30,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM BUILDING,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*21169847,12/15/2021 12:00:00 AM,10,WED,12/15/2021 12:00:00 AM,10:40,WED,12/15/2021 12:00:00 AM,11:20,PL,CRIM TRESPASS 3RD - SCHOOL,33,140100BBM3,No,,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22148947,10/14/2022 12:00:00 AM,12,FRI,10/14/2022 12:00:00 AM,12:00,FRI,10/14/2022 12:00:00 AM,12:00,PL,DISOBEY MANDATE EXC  JL 753A-2,33,2155003AM2,No,PERSON DOM VIOLENCE,TRUE,South End,POINT,-73.75926175,42.63927479,12202
APD*22113122,08/10/2022 12:00:00 AM,13,TUE,07/26/2022 12:00:00 AM,13:00,WED,08/10/2022 12:00:00 AM,11:00,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*21172278,12/20/2021 12:00:00 AM,11,THU,12/16/2021 12:00:00 AM,11:08,MON,12/20/2021 12:00:00 AM,13:01,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Upper Washington Avenue,POINT,-73.79858973,42.68173914,12206
APD*22005423,01/12/2022 12:00:00 AM,14,WED,01/12/2022 12:00:00 AM,14:00,WED,01/12/2022 12:00:00 AM,14:20,PL,TRESPASS,33,14005000V0,No,PART 2 OFFENSE,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22007716,01/17/2022 12:00:00 AM,0,SAT,09/11/2021 12:00:00 AM,0:00,MON,01/17/2022 12:00:00 AM,13:47,PL,IDENTITY THEFT 3-ASSUME ANOTHER'S IDENTITY TO OBTAIN GOODS,20,1907801AM3,No,,FALSE,Helderberg,POINT,-73.79429112,42.65140586,12208
APD*22045636,04/06/2022 12:00:00 AM,17,TUE,04/05/2022 12:00:00 AM,17:30,WED,04/06/2022 12:00:00 AM,8:30,PL,BURGLARY 3RD,5,1402000DF3,No,,FALSE,Center Square,POINT,-73.76329474,42.65410976,12210
APD*22007540,01/17/2022 12:00:00 AM,3,MON,01/17/2022 12:00:00 AM,3:35,MON,01/17/2022 12:00:00 AM,3:47,PL,ASLT W/INT CAUSE PH INJ W/WEAP,4,1200502DF2,No,,FALSE,South End,POINT,-73.75926175,42.63927479,12202
APD*22007766,01/17/2022 12:00:00 AM,9,MON,02/01/2021 12:00:00 AM,9:00,THU,09/30/2021 12:00:00 AM,17:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,THEFT FROM BUILDING,FALSE,Buckingham Lake,POINT,-73.80777479,42.66435402,12208
APD*21154789,11/13/2021 12:00:00 AM,15,SAT,11/13/2021 12:00:00 AM,15:50,SAT,11/13/2021 12:00:00 AM,16:00,PL,MENACING-2ND - WEAPON,4,1201401AM2,No,,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22045185,04/05/2022 12:00:00 AM,23,SAT,04/02/2022 12:00:00 AM,23:47,SAT,04/02/2022 12:00:00 AM,23:47,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Sheridan Hollow,POINT,-73.75740728,42.65668958,12210
APD*22074361,05/31/2022 12:00:00 AM,12,TUE,05/31/2022 12:00:00 AM,12:00,TUE,05/31/2022 12:00:00 AM,16:00,PL,CRIMINAL MISCHIEF 3RD:DAMAGE ANOTHER'S PROPERTY-AMOUNT> $250,19,1450502EF3,No,,FALSE,Whitehall,POINT,-73.79891651,42.64610782,12209
APD*22107090,07/30/2022 12:00:00 AM,20,FRI,07/29/2022 12:00:00 AM,20:00,SAT,07/30/2022 12:00:00 AM,9:00,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22019047,02/10/2022 12:00:00 AM,5,THU,02/10/2022 12:00:00 AM,5:02,THU,02/10/2022 12:00:00 AM,5:02,PL,CRIM CONTEMPT-1ST-PHY CONTACT,24,21551B5EF1,No,,FALSE,Park South,POINT,-73.77321917,42.65419738,12208
APD*22019144,02/10/2022 12:00:00 AM,8,WED,02/09/2022 12:00:00 AM,8:22,WED,02/09/2022 12:00:00 AM,0:30,PL,"RAPE  INTRCRSE  FEM LESS THAN 17,M GREATER THAN 21",2,1302502EF3,No,PERSON,FALSE,Beverwyck,POINT,-73.78222713,42.67006294,12206
APD*21172403,12/20/2021 12:00:00 AM,9,TUE,06/01/2021 12:00:00 AM,9:00,FRI,09/24/2021 12:00:00 AM,9:00,PL,GRAND LARCENY 3 VALUE GREATER THAN $3000,6,1553500DF3,No,ALL OTHER LARCENIES,FALSE,No. Albany / Shaker Park,POINT,-73.7452875,42.67282699,12204
APD*22045866,04/06/2022 12:00:00 AM,17,WED,04/06/2022 12:00:00 AM,17:43,WED,04/06/2022 12:00:00 AM,17:43,PL,GR LAR 4 PROPERTY FROM PERSON,6,1553005EF4,No,ALL OTHER LARCENIES,FALSE,Washington Park,POINT,-73.77088465,42.65723655,12202
APD*21172153,12/20/2021 12:00:00 AM,9,MON,12/20/2021 12:00:00 AM,9:02,MON,12/20/2021 12:00:00 AM,9:02,PL,ASLT  RECKLSLY CAUSE PHYS INJRY,24,1200002AM3,No,PERSON DOM VIOLENCE,FALSE,Pine Hills,POINT,-73.78661269,42.66269594,12208
APD*22082913,06/16/2022 12:00:00 AM,2,THU,06/16/2022 12:00:00 AM,2:30,THU,06/16/2022 12:00:00 AM,2:30,PL,HARRASSMENT 2ND- PHY CONTACT,24,24026010V2,No,PERSON DOM VIOLENCE,FALSE,Downtown,POINT,-73.75323798,42.64956228,12210
APD*22045479,04/05/2022 12:00:00 AM,23,TUE,04/05/2022 12:00:00 AM,23:30,TUE,04/05/2022 12:00:00 AM,23:30,PL,CRIMINAL OBSTRUCTION OF BREATHING OR BLOOD CIRCULATION,24,1211100AM0,No,UNKNOWN,FALSE,West Hill,POINT,-73.76484425,42.66669119,12206
APD*22115588,08/14/2022 12:00:00 AM,21,SUN,08/14/2022 12:00:00 AM,21:15,SUN,08/14/2022 12:00:00 AM,21:15,PL,PETIT LARCENY,6,1552500AM0,No,THEFT FROM MOTOR VEHICLE,FALSE,Melrose,POINT,-73.79907962,42.67270063,12203
